Address,cost_for_two,cuisins,featured_IN,hours,location,ratings,restaurantName,restaurantType
"[u' Sanjay Place, Opposite Ashok Cosmos Mall, Sanjay Place, Near Khandari, Agra']",Rs. 200,"Fast Food, Italian, Beverages, Burger, Sandwich, Pizza",TrendingThisWeek, 9am 9pm Mon Sn  ,[u'Khandari'],"3.6-(154),3.7-(1,302)",JuxPux,[u'Caf\xe9']
"[u' 206, 36, Vijay Market, Dayal Bagh, Agra']",Rs. 500,"Fast Food, Burger, Pizza, Sandwich, Beverages",20offonallordersabove149, 10:30am 10:15pm Mon Sn  ,[u'Dayal Bagh'],"3.9-(154),4.1-(2,757)",GrillInn,[u'Casual Dining']
"[u' Madiya Katra, Alam Ganj, Lohamandi, Agra']",Rs. 250,"Fast Food, Beverages, Italian",, 11am 11pm Mon Sn  ,[u'Lohamandi'],"3.8-(136),4.2-(3,880)",SipsAndBites,[u'Quick Bites']
"[u' Shop 91/9, Sector 9, Opposite Hero Moto Corp Showroom, Near Kargil Petrol Pump, Sikandra, Agra']",Rs. 500,South Indian,, 6pm 11pm Mon Sn  ,[u'Sikandra'],"4.0-(3,539 Reviews),---",DosaFactory,[u'Quick Bites']
"[u' Taj Road, Sadar Bazaar, Agra Cantt, Agra']",Rs. 300,Desserts,SweetTooth, 10am 9pm Mon Sn  ,[u'Agra Cantt'],"4.3-(170 Reviews),---",PanchiPethaStore,"[u'Dessert Parlor,Sweet Shop']"
"[u' 25/90, Gandhi Nagar Crossing, Civil Lines, Agra']",Rs. 300,Bakery,, 10am 10pm Mon Sn  ,[u'Civil Lines'],"4.0-(157),4.2-(4,615)",AmbeyBakers,[u'Bakery']
"[u' Lakshmi Kunj, Shivaji Nagar, Shahganj, Agra']",Rs. 250,Fast Food,, 5pm 10:30pm Mon Sn  ,[u'Shahganj'],"3.6-(158),4.1-(2,057)",MasterChef,[u'Quick Bites']
"[u' Shop 522, pro Due t DS Near Bhagwan Talkies, Agra']",Rs. 350,North Indian,, 24Hors Mon Sn  ,[u'Dayal Bagh'],"4.0-(265),4.2-(139)",ManojDhaba,[u'Casual Dining']
"[u' 531, Bhagwan Talkies Crossing, MG Road, Khandari, Agra']",Rs. 400,"North Indian, Desserts, Mithai",TrendingThisWeek, 8:30am 10:30pm Mon Sn  ,[u'Khandari'],"3.9-(131),4.1-(1,968)",NewVishalRestaurant,[u'Dhaba']
"[u' Shop 4, New Radha Nagar, Balkeshwar Colony, Kamla Nagar, Agra']",Rs. 200,"Fast Food, Pizza, Burger",, 11:30am 10pm Mon Sn  ,[u'Kamla Nagar'],"3.9-(127),4.2-(5,123)",KingsPizzaAndBurger,[u'Quick Bites']
"[u' Taj Hotel & Convention Centre, Taj East Gate Road, Tajganj, Agra']","Rs. 3,600","North Indian, Mughlai",, 7:30pm 10:30pm Mon Sn  ,"[u'Taj Hotel & Convention Centre, Tajganj']","4.1-(120 Reviews),---",DaawateNawabTajHotelConventionCentreTajganj,[u'Fine Dining']
"[u' Shop No. 10 Semi Basement  Plot No. 10 Avadhpuri Colony Sikandra Agra , Nagar Nigam Food Safety Zone 05, Agra , 282007']",Rs. 500,"Cafe, North Indian, Mughlai, Italian, Chinese",, 11am 11pm Mon Sn  ,[u'Sikandra'],"4.0-(184),3.6-(965)",CaptainsCafe,[u'Caf\xe9']
"[u' Hotel Clarks Shiraz, 54, Taj Road, Agra Cantt, Agra']","Rs. 2,500","North Indian, Mughlai",, 12:30pm 3pm 7:30pm 11:30pm Mon Sn  ,"[u'Hotel Clarks Shiraz, Agra Cantt']","4.3-(159 Reviews),---",TheMughalRoomHotelClarksShiraz,[u'Fine Dining']
"[u' 6/27, Yamuna Kinara Road, Belanganj, Civil Lines, Agra']",Rs. 700,"Chinese, North Indian",, ,[u'Civil Lines'],"4.0-(99),4.3-(198)",FilmyZaykaHotelAlleviate,[u'Casual Dining']
"[u' Rishipuram Colony, Lohamandi, Agra']",Rs. 400,"Sandwich, Burger, South Indian, Salad, Beverages",, 8am 10pm Mon Sn  ,[u'Lohamandi'],"3.8-(125),4.0-(1,240)",GreeNox,[u'Quick Bites']
"[u' Kaveri Kunj, Kamla Nagar, Agra, Uttar Pradesh']",Rs. 300,Fast Food,, 11am 10pm Mon Sn  ,[u'Kamla Nagar'],"4.0-(180),3.9-(2,609)",DaddysBurgerBar,[u'Quick Bites']
"[u' Dhakran Crossing, M.G. Road, Rakabganj, Agra']",Rs. 250,"North Indian, South Indian",, 11am 11:30pm Mon Te Wed Th Sat  11am     ,[u'Rakabganj'],"3.9-(147),4.0-(2,556)",OmRestaurant,[u'Quick Bites']
"[u' Shop No 5, Block 34, Sanjay Place, Civil Lines, Agra']",Rs. 400,Fast Food,, 12noon 11:30pm Mon Sn  ,[u'Civil Lines'],"3.7-(131),3.6-(178)",CafeKulhad,[u'Quick Bites']
"[u' Bagh Rajpur, Jyothi Nagar, Shaheed Nagar, Idgah Colony, Tajganj, Agra']",Rs. 250,North Indian,, 11am 10:45pm Mon Sn  ,[u'Tajganj'],"3.9-(139),4.0-(4,477)",NewAgraFastFoodRestaurant,[u'Quick Bites']
"[u' Block 119\\/8, 3rd Floor, Ashok Cosmos Mall, Sanjay Place, Tajganj, Agra']","Rs. 1,600","North Indian, Chinese, Mediterranean",,GreatFood NoBll,[u'Tajganj'],"4.5-(274 Reviews),---",BarbequeNation,[u'Casual Dining']
"[u' Millennium Complex, Bhagwan Talkies, Dayal Bagh, Agra']",Rs. 250,"North Indian, Chinese, South Indian",, 12noon 11pm Mon Sn  ,[u'Dayal Bagh'],"4.0-(151),3.9-(3,575)",TwistTaste,[u'Quick Bites']
"[u' Virat Complex, Bhagirathi Devi Marg, Opposite Dr. BR Ambedkar Campus, Khandari, Agra']",Rs. 200,"Bakery, Fast Food",, 9am 9pm Mon Sn  ,[u'Khandari'],"3.7-(111),3.8-(4,765)",CelebrationFoods,[u'Bakery']
"[u' Shop 3, Emporium Block, Near Saeed Smarak Park, Sanjay Place, Khandari, Agra']",Rs. 200,"Fast Food, Beverages, Desserts",TrendingThisWeek, 11am 11pm Mon Sn  ,[u'Khandari'],"4.4-(169 Reviews),---",TheMudShakes,[u'Kiosk']
"[u' Shop no 10 ,Bihari complex (below bent chair), Civil Lines Agra']",Rs. 220,"Italian, Fast Food, Beverages",, 11:30am 11:30pm Mon Sn  ,[u'Civil Lines'],"4.0-(169),3.6-(1,797)",MothersMilkshakes,"[u'Quick Bites,Beverage Shop']"
"[u' ITC Mughal, Fatehabad Road, Tajganj, Agra']","Rs. 2,500","North Indian, Chinese, Continental",GreatBreakfasts, 11am 11:45pm Mon Sn  ,"[u'ITC Mughal, Tajganj']","4.0-(116 Reviews),---",MughalPavilionITCMughal,[u'Fine Dining']
"[u' S-1. Elora Complex, Near Hanuman Mandir, Khandari, Agra']",Rs. 400,"Rolls, Chinese, Momos",TrendingThisWeek, 5pm 11pm Mon Wed Th Fri Sat Sn  Closed    ,[u'Khandari'],"3.8-(154),4.0-(2,117)",RolaWala,[u'Quick Bites']
"[u' Anna Ikon Complex, Sikandra Bodla Road, Sikandra, Agra']","Rs. 1,000","North Indian, Chinese",, 12noon 9pm Mon Sn  ,[u'Sikandra'],"4.0-(156),3.9-(228)",Roofmates,[u'Casual Dining']
"[u' Karkunj Road, sector 9, Avas Vikas Colony, Sikandra Agra']",Rs. 300,"Mughlai, Afghan",, 12noon 11pm Mon Sn  ,[u'Sikandra'],"3.9-(152),3.9-(3,428)",BabaChickenMutton,[u'Quick Bites']
"[u' Above Bikanervala, Fatehabad Road, Tajganj, Agra']","Rs. 1,000","North Indian, Chinese, Continental",, 12noon 11pm Mon Sn  ,[u'Tajganj'],"3.9-(206 Reviews),---",BigDaddy,"[u'Lounge,Bar']"
"[u' 1/19 Shop No-9 Sumukh Complex Sec-13 Avas Vikas Colony, Agra  Land mark ( Near kargil chauraha)']",Rs. 500,"Fast Food, Pizza, Wraps, Beverages",, 11am 10:30pm Mon Sn  ,[u'Sikandra'],"3.8-(151),4.4-(3,162)",PizzaInn,[u'Quick Bites']
"[u' B-186, B Block Road, Ghatwasan, Kamla Nagar, Agra']",Rs. 800,"North Indian, Chinese, South Indian",, 12noon 11pm Mon Sn  ,[u'Kamla Nagar'],"3.7-(157),4.0-(864)",ChaskaRestaurant,[u'Casual Dining']
"[u' C R Mall, Church Road, Ram Nagar, Civil Lines, Agra']",Rs. 150,"Bakery, Fast Food",, 10am 10pm Mon Sn  ,[u'Civil Lines'],"3.7-(106),3.6-(439)",ChefatHomeBakery,"[u'Bakery,Quick Bites']"
"[u' B 190, Shop 1, Shree Ram Complex, Main Market, Kamla Nagar, Agra, Agra']",Rs. 700,Fast Food,, 11:30am 11pm Mon Sn  ,[u'Kamla Nagar'],"4.2-(133),4.3-(1,454)",AromaticNosh,[u'Quick Bites']
"[u' Ganesh Tower, Bypass Road, Dev Nagar, Kailash Vihar, Azad Nagar, Khandar, Agra']",Rs. 700,North Indian,, 11am 11pm Mon Sn  ,[u'Khandari'],"3.9-(207 Reviews),---",MarutiDhaba,[u'Dhaba']
"[u' 2, Near Deepak Hospital, Chanakya Puri, Shahganj, Agra']",Rs. 250,"Burger, Fast Food",, 11am 11pm Mon Sn  ,[u'Sikandra'],"4.2-(171),4.3-(2,876)",BurgerPanda,[u'Quick Bites']
"[u' Shop No G-1 Block No 38/4 -B friends Centre Sanjay Place, Civil Lines, Agra']",Rs. 250,"Sandwich, Beverages, Continental",, 10am 10pm Mon Sn  ,[u'Civil Lines'],"4.2-(121),4.3-(1,232)",Tealogy,[u'Quick Bites']
"[u' Fatehabad Road, Tajganj, Agra']",Rs. 200,"Desserts, Bakery",, 10am 8pm Mon Sn  ,[u'Tajganj'],"3.5-(101),4.4-(967)",CakeMore,"[u'Dessert Parlor,Bakery']"
"[u' 32/24-A/1 Water Works, Bypass Road, Kamla Nagar, Agra']",Rs. 300,North Indian,, 11am 11pm Mon Sn  ,[u'Kamla Nagar'],"3.8-(142),4.2-(1,364)",JeetuDhaba,[u'Dhaba']
"[u' 13/7, Balkeshwar Colony, Kamla Nagar, Agra']",Rs. 150,Chinese,, 4pm 10:30pm Mon Sn  ,[u'Kamla Nagar'],"4.2-(1,631 Reviews),---",TongueTwister,[]
"[u' Jaypee Palace Hotel, Fatehabad Road, Tajganj, Agra']","Rs. 3,000","North Indian, Mughlai",LuxuryDining, 7:30pm 11:30pm Mon Sn  ,"[u'Jaypee Palace Hotel, Tajganj']","4.3-(145 Reviews),---",PaatraJaypeePalaceHotel,[u'Fine Dining']
"[u' Rajshree Market, Shop 3, Near Pratap Nagar, Opposite Agarsen Dairy, Shahganj, Agra']",Rs. 300,"Pizza, Burger, Fast Food",, 10am 11pm Mon Sat  12midnight 12:56am 10am    ,[u'Shahganj'],"4.0-(174),3.6-(1,722)",PizzaHub,[u'Quick Bites']
"[u' Hotel Maniram Palace 4th Floor Fathehbad Road, Tajganj, Agra']","Rs. 1,100","North Indian, Chinese, Lebanese, Continental, Mediterranean, Mexican",, 3pm 12midnight Mon Sn  ,[u'Tajganj'],"4.3-(138),3.9-(19)",CHHATOverTheTop,[u'Casual Dining']
"[u' Delhi Gate, Station Road, Raja Mandi, Civil Lines, Agra']",Rs. 200,North Indian,, 11:30am 11:30pm Mon Sn  ,[u'Civil Lines'],"3.9-(118),3.9-(1,651)",ShriDharamrajYadavDhaba,[u'Dhaba']
"[u' 26/258, Sultanganj, Civil Line, Gandhi Nagar,, Agra']",Rs. 150,North Indian,, 8am 1am Mon Sn  ,[u'Kamla Nagar'],"4.0-(102),3.8-(2,995)",ShriThakurJiBhojanalaya,[u'Casual Dining']
"[u' Nagar Nigam Food Safety Zone 03, Kamla Nagar, Agra']",Rs. 300,"Bakery, Fast Food",, 9am 10pm Mon Sn  ,[u'Kamla Nagar'],"3.7-(99),3.9-(3,421)",CakeHouse,[u'Quick Bites']
"[u' G-4, Cityamall, Pani Ki Tanki Road, Balkeshwar Colony, Kamla Nagar, Agra']",Rs. 500,"Chinese, North Indian",, 11am 11pm Mon Sn  ,[u'Kamla Nagar'],"4.0-(183),3.6-(2,010)",WhatTheFood,[u'Quick Bites']
"[u' Shop 1, Nehru Nagar, Near Shah Talkies, MG Road, Near Anjana Cinemas, Civil Lines, Agra']",Rs. 250,"Mithai, Street Food",, 10am 10pm Mon Sn  ,[u'Civil Lines'],"4.1-(234 Reviews),---",BirjbhogMishthanBhandar,[u'Quick Bites']
"[u' Hotel Amba Inn, 1/51 Delhi Gate, Raja Mandi, Station Road, Civil Lines, Agra']",Rs. 400,"North Indian, Rajasthani",, 12noon 4pm 6:30pm 10:30pm Mon Sn  ,[u'Civil Lines'],"4.2-(125),3.9-(163)",AnnjalRestaurant,[u'Casual Dining']
"[u' 150-A, Church Road, Defence Colony, Civil Lines, Agra, Uttar Pradesh']",Rs. 500,"Pizza, Fast Food, Bakery",TrendingThisWeek, 9am 11pm Mon Sn  ,[u'Civil Lines'],"4.0-(153),4.3-(827)",RatanPizza,"[u'Quick Bites,Bakery']"
"[u' D 2, Shopping Arcade, Sadar Bazaar, Agra Cantt, Agra']",Rs. 500,"Desserts, North Indian, South Indian, Chinese, Fast Food, Street Food",, 12noon 10:30pm Mon Te Wed Fri Sat Sn     ,[u'Agra Cantt'],"3.7-(106),3.9-(2,353)",BrijwasiSweetHouseRestaurant,[u'Casual Dining']
"[u' 2/199, Prem Bagh, Dayal Bagh, Agra']",Rs. 200,"North Indian, South Indian, Fast Food, Chinese",10offonallordersabove200, 11am 12midnight Mon Sn  ,[u'Dayal Bagh'],"4.2-(198),2.8-(137)",TasteOfTongue,[u'Quick Bites']
"[u' Sadar Bazar, Agra Cantt, Agra']",Rs. 300,Biryani,, 1pm 11pm Mon Sn  ,[u'Agra Cantt'],"4.1-(56 Reviews),---",TopkiBiryani,[]
"[u' B-27, Central Bank Road, Kamla Nagar, Agra']",Rs. 500,"North Indian, South Indian, Fast Food",, 12noon 11pm Mon Sn  ,[u'Kamla Nagar'],"3.8-(103),4.0-(4,105)",SriDaujisChatpataa,[u'Casual Dining']
"[u' Anjali Puram, Avadh Puri, Shahganj, Agra']",Rs. 300,"Mithai, Desserts",TrendingThisWeek, 8am 11:30pm Mon Sn  ,[u'Shahganj'],"3.8-(75),4.1-(6,483)",AgarwalSweetsDairy,[u'Dessert Parlor']
"[u' Karkunj road, kargil petrol pump sikandra Agra\n\n\n']",Rs. 200,North Indian,, 9am 12midnight Mon Sn  ,[u'Sikandra'],"3.6-(108),3.8-(2,471)",PanditBhojnalaya,[u'Bhojanalya']
"[u' Shop 13, Block 11, Shoe Market, Sanjay Place, Civil Lines, Agra']",Rs. 100,Healthy Food,, 8:15am 10:45pm Mon Sn  ,[u'Civil Lines'],"4.0-(102),3.9-(2,396)",Healthmafia,[u'Quick Bites']
"[u' UGF - 2, Vimal Plaza, 61 Surya Nagar, Opposite Civil Court Gate 4, Khandari, Agr']","Rs. 1,100",North Indian,, 11am 11:20pm Mon Sn  ,[u'Khandari'],"4.2-(142),4.2-(334)",SizzlingSalt,[u'Casual Dining']
"[u' Sanjay Place, Civil Lines, Agra']",Rs. 400,Fast Food,, 12noon 9:30pm Mon Sat  12noon 10pm Sn  ,[u'Civil Lines'],"3.7-(130),4.0-(434)",PotatoPlanet,[u'Quick Bites']
"[u' Padam Plaza, Sector 16 B, Sector 12, Avas Vikas Colony, Sikandra, Agra']",Rs. 100,Biryani,, 9am 6pm Mon Sn  ,[u'Sikandra'],"4.1-(3,179 Reviews),---",IcchaVegBiryani,[u'Kiosk']
"[u' Hotel Moti Palace, Dhakran Crossing, M G Road, Rakabganj, Agra']","Rs. 1,600",North Indian,BestBarsandPubsMustVisitRestaurantsInAgraBestIndianRestaurantsWahTaj, 12noon 12midnight Mon Sn  ,[u'Rakabganj'],"4.0-(126),4.3-(148)",DowntownCafe,"[u'Lounge,Bar']"
"[u' Shop 6, Grund Floor, Block 35/2, Sanjay Place, Civil Lines, Agra']",Rs. 500,"Beverages, Cafe, Sandwich, Fast Food, Desserts",, 9am 11pm Mon Sn  ,[u'Civil Lines'],"3.7-(137),4.0-(605)",CafeCoffeeDay,[u'Caf\xe9']
"[u' f-31, Professor Colony, Kamla Nagar, Agra']",Rs. 100,Bakery,, 11:30am 8:30pm Mon Sn  ,[u'Kamla Nagar'],"3.8-(104),4.3-(2,106)",DesireBakers,[u'Bakery']
"[u' Shop 1, Near Police Station, Avas Vikas, Sector 7, Sikandra, Agra']",Rs. 200,Biryani,, 8am 11pm Mon Sn  ,[u'Sikandra'],"3.9-(3,907 Reviews),---",MullaJiBriyaniRestaurant,[]
"[u' 11, 100 Feet Road, Adan Bagh Extension, Dayal Bagh, Agra']",Rs. 700,"North Indian, Chinese",, 12noon 10pm Mon Sn  ,[u'Dayal Bagh'],"3.9-(142),3.9-(2,427)",UP80,[u'Casual Dining']
"[u' Hotel Solitaire, M G Road, Hari Parbat, Civil Lines, Agra']",Rs. 600,"North Indian, South Indian, Chinese, Desserts, Beverages",, 9am 11pm Mon Sn  ,[u'Civil Lines'],"4.0-(136),4.0-(905)",HotelSolitaire,[u'Casual Dining']
"[u' Hotel Moti Palace, Dhakran Crossing, M G  Road, Rakabganj, Agra']","Rs. 1,000","North Indian, Chinese, Continental, South Indian",WahTajBestIndianRestaurantsMustVisitRestaurantsInAgra, 9am 11pm Mon Wed Th Fri Sat Sn  9am     ,[u'Rakabganj'],"4.0-(122),4.3-(829)",PankhuriRestaurant,[u'Casual Dining']
"[u' B8, Opposite Peoples Honda, Kamla Nagar, Agra']",Rs. 550,"South Indian, Chinese, North Indian",, 4pm 11pm Mon Sn  ,[u'Kamla Nagar'],"3.8-(126),3.9-(1,151)",SpicySpoon,[u'Casual Dining']
"[u' 37/186, Bindu Katra, Gwalior Road, Madhu Nagar, Rakabganj, Agra']",Rs. 200,"Pizza, Burger",, 11:30am 10:30pm Mon Sn  ,[u'Rakabganj'],"4.2-(2,240 Reviews),---",KingsPizzaAndBurger,[u'Quick Bites']
"[u' 145, Station Road, Delhi Gate, Raja Ki Mandi, Hariparwat, Professors Colony, Lohamandi, Civil Lines, Agra']","Rs. 1,000",North Indian,, 11am 11pm Mon Sn  ,[u'Civil Lines'],"4.1-(137),4.4-(1,136)",AshokaBar,[u'Bar']
"[u' Shop 3, 1st Floor, Icon Complex, Anna, Sikandra, Agra']",Rs. 400,"Fast Food, Beverages",, 10am 5:45pm Mon Sn  ,[u'Sikandra'],"3.8-(98),4.3-(419)",DECHENCAFELOUNGE,[u'Caf\xe9']
"[u' 14/1, 5/8, Block 14, Emporium, Sanjay Place, Zone 09, Civil Lines, Agra']",Rs. 600,"North Indian, South Indian, Chinese, Street Food, Fast Food, Beverages",, 10am 11:30pm Mon Sn  ,[u'Civil Lines'],"3.9-(105),4.1-(1,676)",RajRasoi,[u'Casual Dining']
"[u' Satkar Pastries, St Johns Crossing, Civil Lines, Agra']",Rs. 400,"Pizza, Desserts, Fast Food, Ice Cream",, 10am 11pm Mon Sn  ,[u'Civil Lines'],"3.6-(67),3.6-(314)",UnlimitedPizza,"[u'Dessert Parlor,Quick Bites']"
"[u' E-20, Shopping Arcade, Sadar Bazaar, Agra Cantt, Agra']",Rs. 700,"North Indian, Mughlai",, 11:30am 12midnight Mon Sn  ,[u'Agra Cantt'],"3.7-(101 Reviews),---",RangrezzRestaurant,[u'Casual Dining']
"[u' bindu katra Agra cant Agra, Agra Cantt, Agra']",Rs. 200,Street Food,20offonallordersabove299, 5:30am 10pm Mon  24Hors Te Sn  ,[u'Agra Cantt'],"4.0-(85),4.1-(1,095)",Agarwalchatbhandhar,[u'Quick Bites']
"[u' Plot 6, Church Road, Agra']","Rs. 1,600","Bakery, Desserts",, 12noon 10pm Mon Sn  ,[u'Civil Lines'],"4.3-(421 Reviews),---",CakeDor,[u'Bakery']
"[u' Crystal Sarovar Premiere, Fatehabad Road, Tajganj, Agra']","Rs. 1,000","North Indian, Continental",, 7pm 12midnight Mon Sn  ,"[u'Crystal Sarovar Premier, Tajganj']","3.7-(65 Reviews),---",SkyGrillCrystalSarovarPremiere,[u'Bar']
"[u' 55 A,  Diwani Crossing, Nehru Nagar, Civil Lines, Agra\n']",Rs. 650,"North Indian, Chinese, Fast Food, Mughlai",, 11am 11pm Mon Sn  ,[u'Civil Lines'],"3.8-(125),4.1-(1,170)",HariChatniRestaurant,[u'Casual Dining']
"[u' 132-KB, Sub Station, Shilp Gram Road, Taj Nagari, Phase 1, Tajganj, Agra']",Rs. 350,"Continental, North Indian, Chinese",, ,[u'Tajganj'],"2.8-(78 Reviews),---",TheDhabaCafe,[u'Quick Bites']
"[u' Mathura Road, Sikandra, Agra']",Rs. 500,"North Indian, Chinese, South Indian",, 12noon 2am Mon Sn  ,[u'Sikandra'],"4.0-(112),3.5-(525)",TandooriTaalCafe,[u'Quick Bites']
"[u' Kutta Park, South Gate Near Shahjahan Hotel, Tajganj, Agra']",Rs. 300,"Chinese, South Indian, North Indian, Fast Food, Desserts, Beverages",, 24Hors Mon Sn  ,[u'Tajganj'],"3.8-(77),3.1-(1,036)",LoveRestaurant,[u'Quick Bites']
"[u' Opposite Bijli Ghar, Mohamad Pur Chauraya, Shastripuram, Sikandra, Agra']",Rs. 250,"South Indian, Pizza, Chinese, Desserts",, 9am 11pm Mon Sn  ,[u'Sikandra'],"3.9-(87),4.4-(3,905)",NandaniRedCrystalRestaurant,[u'Quick Bites']
"[u' 83, Noor Enclave, Shamshabad Link Road, Tajnagri phase 1, Tajganj, Agra']",Rs. 500,"North Indian, Chinese, Italian",, 12noon 12midnight Mon Sn  ,[u'Tajganj'],"3.6-(65 Reviews),---",ThorThePartyWorld,[u'Lounge']
"[u' Delhi Gate, Railway Station Road, Raja Ki Mandi, Civil Lines, Agra']",Rs. 300,North Indian,, 10am 11pm Mon Sn  ,[u'Civil Lines'],"3.7-(61),4.2-(2,495)",DilliDarbar,[u'Quick Bites']
"[u' 1/119 B, Delhi Gate, Civil Lines, Agra']",Rs. 200,Bakery,, 11am 11pm Mon Sn  ,[u'Civil Lines'],"3.8-(79),3.8-(558)",DreamsBakersParadise,[u'Bakery']
"[u' Shop G-1, Below Avadh Banquet Hall, Sanjay Place, Civil Lines, Agra']",Rs. 400,"Ice Cream, Desserts, Beverages",, 11am 11pm Mon Sn  ,[u'Civil Lines'],"4.0-(75),3.5-(481)",KhaoGalli,[u'Dessert Parlor']
"[u' Shop 8, Janta Colony, Ram Nagar Ki Pulia, Shahganj, Agra']",Rs. 300,"Fast Food, Bakery",, 8:30am 11pm Mon Sn  ,[u'Shahganj'],"4.0-(109),4.5-(712)",JantaKhanaKhazana,[u'Quick Bites']
"[u' A-14, Pandey Nagar Crossing, Pratap Nagar, Shahganj, Agra']",Rs. 450,"North Indian, Fast Food",, 11am 11pm Mon Sn  ,[u'Shahganj'],"3.7-(105),4.3-(963)",BholeKonaGrill,[u'Quick Bites']
"[u' F-12, Kamla Nagar, Agra']",Rs. 150,Fast Food,, 11am 10pm Mon Sn  ,[u'Kamla Nagar'],"4.0-(1,636 Reviews),---",PradeepStore,[u'Quick Bites']
"[u' E-19 Shopping Arcade, Sadar Bazar, Agra Cantt, Agra']",Rs. 600,Cafe,, 11am 11pm Mon Sn  ,[u'Agra Cantt'],"3.7-(87 Reviews),---",HillsCafe,[u'Caf\xe9']
"[u' C-2/24, Kamla Nagar, Agra']",Rs. 500,"North Indian, South Indian, Continental",, 8am 11:30pm Mon Wed Th Fri Sat Sn  7pm    ,[u'Kamla Nagar'],"3.9-(106),3.5-(2,327)",SherEPunjabRestaurant,[u'Casual Dining']
"[u' MG Road, Sanjay Place, Opposite Income Tax Office, Civil Lines, Agra']",Rs. 800,"North Indian, Continental, Cafe",, 8am 12midnight Mon Sn  ,[u'Civil Lines'],"3.9-(71 Reviews),---",BlueCoriander,"[u'Casual Dining,Caf\xe9']"
"[u' C-11, Saurabh Enclave, Dayal Bagh, Agra']",Rs. 350,North Indian,, 5pm 11pm Mon Sn  ,[u'Dayal Bagh'],"4.0-(139),3.9-(1,204)",PunjabiSwag,[u'Quick Bites']
"[u' State Highway 39, Khwaja Ki Sarai, Near Petrol Pump, Idgah Colony, Agra Cantt, Agra']",Rs. 300,"North Indian, Chinese",, 9am 11pm Mon Sn  ,[u'Agra Cantt'],"3.8-(74),4.1-(2,805)",ShyamJiRestaurant,[u'Quick Bites']
[u' Delivery Only'],Rs. 400,"North Indian, Biryani",, 10am 10pm Mon Fri  Closed Sat Sn  ,[u'Civil Lines'],"3.5-(1,524 Reviews),---",UBQByBarbequeNation,[]
"[u' Sadar Bazaar, Taj Road, Agra Cantt, Agra']","Rs. 1,000","North Indian, Chinese, Continental, Mughlai",, 11am 11pm Mon Sn  ,[u'Agra Cantt'],"3.5-(97),4.1-(307)",TheParkRestaurant,[u'Casual Dining']
"[u' 2nd Floor, Ramada Plaza Agra, Ring Road Crossing, Fatehabad Road, Tajganj, Agra']","Rs. 2,500","North Indian, Mughlai",, 7pm 11pm Mon Sn  ,"[u'Ramada Plaza, Tajganj']","3.9-(48 Reviews),---",TurkoMughalRamadaPlaza,[u'Casual Dining']
"[u' 5/298, Topkhana Road, Nai Ki Mandi, Mantola, Agra']",Rs. 600,North Indian,, 10am 12midnight Mon Sn  ,[u'Mantola'],"4.0-(152),4.4-(225)",GalibRestaurant,"[u'Casual Dining,Quick Bites']"
"[u' 2/193/2 Hanuman Crossing, Ellora Complex, Khandari, Agra']",Rs. 250,"Desserts, Burger, Sandwich",, 11am 11pm Mon Sn  ,[u'Khandari'],"4.1-(118),3.5-(515)",TheCakeMakers,[u'Bakery']
"[u' 8/391 Hing Ki Mandi, Nagar Nigam, Food Safety Zone, Mantola, Agra']",Rs. 250,North Indian,, 12noon 12midnight Mon Sn  ,[u'Mantola'],"4.0-(1,172 Reviews),---",PapeDiHattiSardariLal,[u'Bhojanalya']
"[u' G-368, Valdev Nagar, TYC Phase-II']",Rs. 300,"Bakery, Fast Food",, 9am 11pm Mon Sn  ,[u'Kamla Nagar'],"3.7-(53),4.0-(2,219)",GoldyCoolCafeBakers,[u'Quick Bites']
"[u' Shop 9, Sadar Shopping Arcade, Sadar, Agra Cantt, Agra']",Rs. 250,Cafe,75offonallordersabove199, 12:30pm 2am Mon Sn  ,[u'Agra Cantt'],"3.9-(75),4.0-(437)",ARushCafe,[u'Caf\xe9']
[u' 50\\A TAJ ROAD AGRA'],Rs. 400,South Indian,, 11am 10:30pm Mon Wed Th Fri Sat Sn     ,[u'Agra Cantt'],"3.6-(90 Reviews),---",LakshmiVilas,[u'Casual Dining']
"[u' Hotel Jodha The Great Guru ka Taal Mathura Road, Sikandra, Agra']","Rs. 1,000","Mughlai, North Indian",, 11am 9pm Mon Sn  ,[u'Sikandra'],"3.8-(79),3.8-(815)",PindBalluchi,[u'Casual Dining']
